Country,Region,Year, GDP_pp 
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1931," 2,049.52 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1936," 2,699.08 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1941," 3,554.50 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1946," 4,681.04 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1951," 6,208.71 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1956," 8,042.36 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1961," 10,635.36 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1966," 15,958.99 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1971," 22,166.86 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1976," 31,661.42 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1981," 35,101.25 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1986," 21,161.24 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1991," 25,113.59 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/1996," 20,772.36 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/2001," 19,528.50 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/2006," 21,667.80 "
Saudi Arabia,"Middle East, North Africa, and Greater Arabia",1/1/2011," 25,127.14 "
Senegal,Sub-Saharan Africa,1/1/1901, 614.57 
Senegal,Sub-Saharan Africa,1/1/1906, 629.11 
Senegal,Sub-Saharan Africa,1/1/1911, 644.00 
Senegal,Sub-Saharan Africa,1/1/1916, 691.82 
Senegal,Sub-Saharan Africa,1/1/1921, 767.46 
Senegal,Sub-Saharan Africa,1/1/1926, 851.38 
Senegal,Sub-Saharan Africa,1/1/1931, 944.47 
Senegal,Sub-Saharan Africa,1/1/1936," 1,047.74 "
Senegal,Sub-Saharan Africa,1/1/1941," 1,162.31 "
Senegal,Sub-Saharan Africa,1/1/1946," 1,289.40 "
Senegal,Sub-Saharan Africa,1/1/1951," 1,426.07 "
Senegal,Sub-Saharan Africa,1/1/1956," 1,544.67 "
Senegal,Sub-Saharan Africa,1/1/1961," 1,641.12 "
Senegal,Sub-Saharan Africa,1/1/1966," 1,678.35 "
Senegal,Sub-Saharan Africa,1/1/1971," 1,547.21 "
Senegal,Sub-Saharan Africa,1/1/1976," 1,655.33 "
Senegal,Sub-Saharan Africa,1/1/1981," 1,360.07 "
Senegal,Sub-Saharan Africa,1/1/1986," 1,427.99 "
Senegal,Sub-Saharan Africa,1/1/1991," 1,376.72 "
Senegal,Sub-Saharan Africa,1/1/1996," 1,362.47 "
Senegal,Sub-Saharan Africa,1/1/2001," 1,542.03 "
Senegal,Sub-Saharan Africa,1/1/2006," 1,671.19 "
Senegal,Sub-Saharan Africa,1/1/2011," 1,739.37 "
Serbia,Europe,1/1/1901," 2,266.05 "
Serbia,Europe,1/1/1906," 2,452.94 "
Serbia,Europe,1/1/1911," 2,613.52 "
Serbia,Europe,1/1/1916," 2,586.11 "
Serbia,Europe,1/1/1921," 2,575.11 "
Serbia,Europe,1/1/1926," 3,123.97 "
Serbia,Europe,1/1/1931," 3,117.55 "
Serbia,Europe,1/1/1936," 3,140.56 "
Serbia,Europe,1/1/1941," 3,429.82 "
Serbia,Europe,1/1/1946," 3,281.65 "
Serbia,Europe,1/1/1951," 3,934.49 "
Serbia,Europe,1/1/1956," 4,307.01 "
Serbia,Europe,1/1/1961," 6,235.08 "
Serbia,Europe,1/1/1966," 7,925.24 "
Serbia,Europe,1/1/1971," 10,263.93 "
Serbia,Europe,1/1/1976," 12,213.27 "
Serbia,Europe,1/1/1981," 15,168.18 "
Serbia,Europe,1/1/1986," 16,126.32 "
Serbia,Europe,1/1/1991," 12,990.68 "
Serbia,Europe,1/1/1996," 7,344.15 "
Serbia,Europe,1/1/2001," 6,939.82 "
Serbia,Europe,1/1/2006," 8,954.06 "
Serbia,Europe,1/1/2011," 9,502.94 "
Seychelles,Sub-Saharan Africa,1/1/1901, 919.34 
Seychelles,Sub-Saharan Africa,1/1/1906, 941.10 
Seychelles,Sub-Saharan Africa,1/1/1911, 963.37 
Seychelles,Sub-Saharan Africa,1/1/1916," 1,102.70 "
Seychelles,Sub-Saharan Africa,1/1/1921," 1,359.74 "
Seychelles,Sub-Saharan Africa,1/1/1926," 1,676.69 "
Seychelles,Sub-Saharan Africa,1/1/1931," 2,067.52 "
Seychelles,Sub-Saharan Africa,1/1/1936," 2,549.46 "
Seychelles,Sub-Saharan Africa,1/1/1941," 3,143.74 "
Seychelles,Sub-Saharan Africa,1/1/1946," 3,876.54 "
Seychelles,Sub-Saharan Africa,1/1/1951," 4,839.09 "
Seychelles,Sub-Saharan Africa,1/1/1956," 5,135.94 "
Seychelles,Sub-Saharan Africa,1/1/1961," 5,215.68 "
Seychelles,Sub-Saharan Africa,1/1/1966," 5,835.74 "
Seychelles,Sub-Saharan Africa,1/1/1971," 6,975.21 "
Seychelles,Sub-Saharan Africa,1/1/1976," 8,406.30 "
Seychelles,Sub-Saharan Africa,1/1/1981," 9,381.28 "
Seychelles,Sub-Saharan Africa,1/1/1986," 9,978.49 "
Seychelles,Sub-Saharan Africa,1/1/1991," 12,142.19 "
Seychelles,Sub-Saharan Africa,1/1/1996," 14,287.01 "
Seychelles,Sub-Saharan Africa,1/1/2001," 14,825.29 "
Seychelles,Sub-Saharan Africa,1/1/2006," 15,216.82 "
Seychelles,Sub-Saharan Africa,1/1/2011," 16,965.42 "
Sierra Leone,Sub-Saharan Africa,1/1/1901, 742.62 
Sierra Leone,Sub-Saharan Africa,1/1/1906, 760.20 
Sierra Leone,Sub-Saharan Africa,1/1/1911, 778.19 
Sierra Leone,Sub-Saharan Africa,1/1/1916, 788.94 
Sierra Leone,Sub-Saharan Africa,1/1/1921, 794.69 
Sierra Leone,Sub-Saharan Africa,1/1/1926, 800.48 
Sierra Leone,Sub-Saharan Africa,1/1/1931, 806.31 
Sierra Leone,Sub-Saharan Africa,1/1/1936, 812.19 
Sierra Leone,Sub-Saharan Africa,1/1/1941, 818.11 
Sierra Leone,Sub-Saharan Africa,1/1/1946, 824.08 
Sierra Leone,Sub-Saharan Africa,1/1/1951, 864.62 
Sierra Leone,Sub-Saharan Africa,1/1/1956, 981.97 
Sierra Leone,Sub-Saharan Africa,1/1/1961," 1,084.20 "
Sierra Leone,Sub-Saharan Africa,1/1/1966," 1,232.61 "
Sierra Leone,Sub-Saharan Africa,1/1/1971," 1,390.70 "
Sierra Leone,Sub-Saharan Africa,1/1/1976," 1,353.94 "
Sierra Leone,Sub-Saharan Africa,1/1/1981," 1,470.35 "
Sierra Leone,Sub-Saharan Africa,1/1/1986," 1,258.36 "
Sierra Leone,Sub-Saharan Africa,1/1/1991," 1,162.26 "
Sierra Leone,Sub-Saharan Africa,1/1/1996, 719.36 
Sierra Leone,Sub-Saharan Africa,1/1/2001, 578.72 
Sierra Leone,Sub-Saharan Africa,1/1/2006, 798.84 
Sierra Leone,Sub-Saharan Africa,1/1/2011, 919.14 
Singapore,Asia,1/1/1901," 2,402.40 "
Singapore,Asia,1/1/1906," 2,349.06 "
Singapore,Asia,1/1/1911," 2,420.61 "
Singapore,Asia,1/1/1916," 1,805.95 "
Singapore,Asia,1/1/1921," 2,158.63 "
Singapore,Asia,1/1/1926," 2,656.80 "
Singapore,Asia,1/1/1931," 2,221.66 "
Singapore,Asia,1/1/1936," 3,611.60 "
Singapore,Asia,1/1/1941," 3,805.79 "
Singapore,Asia,1/1/1946," 3,651.76 "
Singapore,Asia,1/1/1951," 3,331.42 "
Singapore,Asia,1/1/1956," 3,204.49 "
Singapore,Asia,1/1/1961," 3,782.96 "
Singapore,Asia,1/1/1966," 4,527.16 "
Singapore,Asia,1/1/1971," 7,704.60 "
Singapore,Asia,1/1/1976," 10,537.03 "
Singapore,Asia,1/1/1981," 14,781.26 "
Singapore,Asia,1/1/1986," 17,417.21 "
Singapore,Asia,1/1/1991," 23,983.76 "
Singapore,Asia,1/1/1996," 31,934.80 "
Singapore,Asia,1/1/2001," 34,910.71 "
Singapore,Asia,1/1/2006," 43,217.57 "
Singapore,Asia,1/1/2011," 49,587.16 "
Slovak Republic,Europe,1/1/1901," 2,473.55 "
Slovak Republic,Europe,1/1/1906," 2,654.32 "
Slovak Republic,Europe,1/1/1911," 2,856.72 "
Slovak Republic,Europe,1/1/1916," 2,855.47 "
Slovak Republic,Europe,1/1/1921," 2,940.51 "
Slovak Republic,Europe,1/1/1926," 3,632.70 "
Slovak Republic,Europe,1/1/1931," 3,961.86 "
Slovak Republic,Europe,1/1/1936," 3,665.52 "
Slovak Republic,Europe,1/1/1941," 4,168.35 "
Slovak Republic,Europe,1/1/1946," 4,301.83 "
Slovak Republic,Europe,1/1/1951," 4,970.41 "
Slovak Republic,Europe,1/1/1956," 5,797.50 "
Slovak Republic,Europe,1/1/1961," 7,424.43 "
Slovak Republic,Europe,1/1/1966," 8,097.45 "
Slovak Republic,Europe,1/1/1971," 9,391.97 "
Slovak Republic,Europe,1/1/1976," 10,524.37 "
Slovak Republic,Europe,1/1/1981," 11,160.97 "
Slovak Republic,Europe,1/1/1986," 11,999.90 "
Slovak Republic,Europe,1/1/1991," 10,215.84 "
Slovak Republic,Europe,1/1/1996," 11,482.63 "
Slovak Republic,Europe,1/1/2001," 13,098.91 "
Slovak Republic,Europe,1/1/2006," 17,175.13 "
Slovak Republic,Europe,1/1/2011," 20,382.43 "
Slovenia,Europe,1/1/1901," 2,666.93 "
Slovenia,Europe,1/1/1906," 2,886.88 "
Slovenia,Europe,1/1/1911," 3,075.86 "
Slovenia,Europe,1/1/1916," 3,043.61 "
Slovenia,Europe,1/1/1921," 3,030.67 "
Slovenia,Europe,1/1/1926," 3,676.61 "
Slovenia,Europe,1/1/1931," 3,669.07 "
Slovenia,Europe,1/1/1936," 3,696.15 "
Slovenia,Europe,1/1/1941," 4,036.57 "
Slovenia,Europe,1/1/1946," 3,862.19 "
Slovenia,Europe,1/1/1951," 4,630.53 "
Slovenia,Europe,1/1/1956," 5,068.95 "
Slovenia,Europe,1/1/1961," 7,338.11 "
Slovenia,Europe,1/1/1966," 9,327.26 "
Slovenia,Europe,1/1/1971," 12,079.69 "
Slovenia,Europe,1/1/1976," 14,373.88 "
Slovenia,Europe,1/1/1981," 17,851.52 "
Slovenia,Europe,1/1/1986," 18,979.17 "
Slovenia,Europe,1/1/1991," 15,100.59 "
Slovenia,Europe,1/1/1996," 16,392.55 "
Slovenia,Europe,1/1/2001," 19,966.89 "
Slovenia,Europe,1/1/2006," 24,279.53 "
Slovenia,Europe,1/1/2011," 24,624.30 "
Solomon Islands,Australia and Oceania,1/1/1901, 509.54 
Solomon Islands,Australia and Oceania,1/1/1906, 518.20 
Solomon Islands,Australia and Oceania,1/1/1911, 527.00 
Solomon Islands,Australia and Oceania,1/1/1916, 557.76 
Solomon Islands,Australia and Oceania,1/1/1921, 606.22 
Solomon Islands,Australia and Oceania,1/1/1926, 658.88 
Solomon Islands,Australia and Oceania,1/1/1931, 716.12 
Solomon Islands,Australia and Oceania,1/1/1936, 778.33 
Solomon Islands,Australia and Oceania,1/1/1941, 845.95 
Solomon Islands,Australia and Oceania,1/1/1946, 919.44 
Solomon Islands,Australia and Oceania,1/1/1951, 999.32 
Solomon Islands,Australia and Oceania,1/1/1956," 1,086.13 "
Solomon Islands,Australia and Oceania,1/1/1961," 1,180.49 "
Solomon Islands,Australia and Oceania,1/1/1966," 1,283.04 "
Solomon Islands,Australia and Oceania,1/1/1971," 1,251.52 "
Solomon Islands,Australia and Oceania,1/1/1976," 1,057.78 "
Solomon Islands,Australia and Oceania,1/1/1981," 1,477.18 "
Solomon Islands,Australia and Oceania,1/1/1986," 1,792.38 "
Solomon Islands,Australia and Oceania,1/1/1991," 1,926.76 "
Solomon Islands,Australia and Oceania,1/1/1996," 2,350.19 "
Solomon Islands,Australia and Oceania,1/1/2001," 1,597.23 "
Solomon Islands,Australia and Oceania,1/1/2006," 1,739.52 "
Solomon Islands,Australia and Oceania,1/1/2011," 1,964.07 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1901, 728.66 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1906, 745.90 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1911, 763.55 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1916, 792.06 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1921, 828.92 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1926, 867.50 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1931, 907.88 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1936, 950.13 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1941, 994.36 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1946," 1,040.64 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1951," 1,121.11 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1956," 1,236.83 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1961," 1,339.27 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1966," 1,241.97 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1971," 1,165.65 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1976," 1,191.53 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1981," 1,136.58 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1986," 1,075.70 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1991," 1,030.38 "
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/1996, 956.10 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/2001, 868.92 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/2006, 934.38 
Somalia,"Middle East, North Africa, and Greater Arabia",1/1/2011, 949.76 
South Africa,Sub-Saharan Africa,1/1/1901," 2,494.07 "
South Africa,Sub-Saharan Africa,1/1/1906," 2,687.47 "
South Africa,Sub-Saharan Africa,1/1/1911," 2,895.87 "
South Africa,Sub-Saharan Africa,1/1/1916," 2,337.68 "
South Africa,Sub-Saharan Africa,1/1/1921," 2,172.74 "
South Africa,Sub-Saharan Africa,1/1/1926," 2,751.35 "
South Africa,Sub-Saharan Africa,1/1/1931," 2,600.07 "
South Africa,Sub-Saharan Africa,1/1/1936," 3,837.86 "
South Africa,Sub-Saharan Africa,1/1/1941," 4,285.57 "
South Africa,Sub-Saharan Africa,1/1/1946," 4,538.22 "
South Africa,Sub-Saharan Africa,1/1/1951," 4,689.81 "
South Africa,Sub-Saharan Africa,1/1/1956," 5,370.01 "
South Africa,Sub-Saharan Africa,1/1/1961," 5,582.30 "
South Africa,Sub-Saharan Africa,1/1/1966," 6,773.61 "
South Africa,Sub-Saharan Africa,1/1/1971," 7,817.81 "
South Africa,Sub-Saharan Africa,1/1/1976," 8,211.03 "
South Africa,Sub-Saharan Africa,1/1/1981," 8,826.14 "
South Africa,Sub-Saharan Africa,1/1/1986," 7,859.35 "
South Africa,Sub-Saharan Africa,1/1/1991," 7,545.41 "
South Africa,Sub-Saharan Africa,1/1/1996," 7,454.42 "
South Africa,Sub-Saharan Africa,1/1/2001," 7,520.72 "
South Africa,Sub-Saharan Africa,1/1/2006," 8,857.05 "
South Africa,Sub-Saharan Africa,1/1/2011," 9,530.26 "
South Sudan,Sub-Saharan Africa,1/1/1901, 711.75 
South Sudan,Sub-Saharan Africa,1/1/1906, 728.60 
South Sudan,Sub-Saharan Africa,1/1/1911, 745.84 
South Sudan,Sub-Saharan Africa,1/1/1916, 798.66 
South Sudan,Sub-Saharan Africa,1/1/1921, 881.29 
South Sudan,Sub-Saharan Africa,1/1/1926, 972.46 
South Sudan,Sub-Saharan Africa,1/1/1931," 1,073.07 "
South Sudan,Sub-Saharan Africa,1/1/1936," 1,184.09 "
South Sudan,Sub-Saharan Africa,1/1/1941," 1,306.59 "
South Sudan,Sub-Saharan Africa,1/1/1946," 1,441.76 "
South Sudan,Sub-Saharan Africa,1/1/1951," 1,590.60 "
South Sudan,Sub-Saharan Africa,1/1/1956," 1,854.12 "
South Sudan,Sub-Saharan Africa,1/1/1961," 1,892.73 "
South Sudan,Sub-Saharan Africa,1/1/1966," 1,799.12 "
South Sudan,Sub-Saharan Africa,1/1/1971," 1,754.25 "
South Sudan,Sub-Saharan Africa,1/1/1976," 1,984.28 "
South Sudan,Sub-Saharan Africa,1/1/1981," 1,748.56 "
South Sudan,Sub-Saharan Africa,1/1/1986," 1,516.68 "
South Sudan,Sub-Saharan Africa,1/1/1991," 1,466.43 "
South Sudan,Sub-Saharan Africa,1/1/1996," 1,532.21 "
South Sudan,Sub-Saharan Africa,1/1/2001," 1,943.24 "
South Sudan,Sub-Saharan Africa,1/1/2006," 2,425.17 "
South Sudan,Sub-Saharan Africa,1/1/2011," 3,198.48 "
Spain,Europe,1/1/1901," 2,848.79 "
Spain,Europe,1/1/1906," 2,774.32 "
Spain,Europe,1/1/1911," 3,022.91 "
Spain,Europe,1/1/1916," 3,166.83 "
Spain,Europe,1/1/1921," 3,315.45 "
Spain,Europe,1/1/1926," 3,621.90 "
Spain,Europe,1/1/1931," 3,789.68 "
Spain,Europe,1/1/1936," 2,980.40 "
Spain,Europe,1/1/1941," 3,041.43 "
Spain,Europe,1/1/1946," 3,265.09 "
Spain,Europe,1/1/1951," 3,576.32 "
Spain,Europe,1/1/1956," 4,462.54 "
Spain,Europe,1/1/1961," 5,149.13 "
Spain,Europe,1/1/1966," 7,582.37 "
Spain,Europe,1/1/1971," 9,918.21 "
Spain,Europe,1/1/1976," 12,886.57 "
Spain,Europe,1/1/1981," 13,765.39 "
Spain,Europe,1/1/1986," 14,982.65 "
Spain,Europe,1/1/1991," 18,472.91 "
Spain,Europe,1/1/1996," 19,709.87 "
Spain,Europe,1/1/2001," 24,221.80 "
Spain,Europe,1/1/2006," 27,949.67 "
Spain,Europe,1/1/2011," 26,860.77 "
Sri Lanka,Asia,1/1/1901, 983.09 
Sri Lanka,Asia,1/1/1906, 982.00 
Sri Lanka,Asia,1/1/1911, 957.04 
Sri Lanka,Asia,1/1/1916, 967.28 
Sri Lanka,Asia,1/1/1921, 873.58 
Sri Lanka,Asia,1/1/1926," 1,044.63 "
Sri Lanka,Asia,1/1/1931, 992.24 
Sri Lanka,Asia,1/1/1936, 968.98 
Sri Lanka,Asia,1/1/1941," 1,053.03 "
Sri Lanka,Asia,1/1/1946, 866.43 
Sri Lanka,Asia,1/1/1951," 1,066.73 "
Sri Lanka,Asia,1/1/1956," 1,084.42 "
Sri Lanka,Asia,1/1/1961," 1,064.79 "
Sri Lanka,Asia,1/1/1966," 1,064.71 "
Sri Lanka,Asia,1/1/1971," 1,210.75 "
Sri Lanka,Asia,1/1/1976," 1,287.13 "
Sri Lanka,Asia,1/1/1981," 1,595.28 "
Sri Lanka,Asia,1/1/1986," 1,885.81 "
Sri Lanka,Asia,1/1/1991," 2,088.24 "
Sri Lanka,Asia,1/1/1996," 2,529.76 "
Sri Lanka,Asia,1/1/2001," 2,925.52 "
Sri Lanka,Asia,1/1/2006," 3,718.75 "
Sri Lanka,Asia,1/1/2011," 4,903.73 "
Sudan,Sub-Saharan Africa,1/1/1901, 708.07 
Sudan,Sub-Saharan Africa,1/1/1906, 724.83 
Sudan,Sub-Saharan Africa,1/1/1911, 741.98 
Sudan,Sub-Saharan Africa,1/1/1916, 794.53 
Sudan,Sub-Saharan Africa,1/1/1921, 876.73 
Sudan,Sub-Saharan Africa,1/1/1926, 967.43 
Sudan,Sub-Saharan Africa,1/1/1931," 1,067.52 "
Sudan,Sub-Saharan Africa,1/1/1936," 1,177.96 "
Sudan,Sub-Saharan Africa,1/1/1941," 1,299.83 "
Sudan,Sub-Saharan Africa,1/1/1946," 1,434.30 "
Sudan,Sub-Saharan Africa,1/1/1951," 1,582.37 "
Sudan,Sub-Saharan Africa,1/1/1956," 1,844.53 "
Sudan,Sub-Saharan Africa,1/1/1961," 1,882.94 "
Sudan,Sub-Saharan Africa,1/1/1966," 1,789.81 "
Sudan,Sub-Saharan Africa,1/1/1971," 1,745.17 "
Sudan,Sub-Saharan Africa,1/1/1976," 1,974.01 "
Sudan,Sub-Saharan Africa,1/1/1981," 1,739.51 "
Sudan,Sub-Saharan Africa,1/1/1986," 1,508.83 "
Sudan,Sub-Saharan Africa,1/1/1991," 1,458.84 "
Sudan,Sub-Saharan Africa,1/1/1996," 1,524.29 "
Sudan,Sub-Saharan Africa,1/1/2001," 1,933.19 "
Sudan,Sub-Saharan Africa,1/1/2006," 2,387.38 "
Sudan,Sub-Saharan Africa,1/1/2011," 3,131.30 "
Suriname,South America,1/1/1901," 1,711.88 "
Suriname,South America,1/1/1906," 1,769.20 "
Suriname,South America,1/1/1911," 1,828.43 "
Suriname,South America,1/1/1916," 1,936.68 "
Suriname,South America,1/1/1921," 2,085.26 "
Suriname,South America,1/1/1926," 2,245.23 "
Suriname,South America,1/1/1931," 2,417.47 "
Suriname,South America,1/1/1936," 2,602.93 "
Suriname,South America,1/1/1941," 2,802.62 "
Suriname,South America,1/1/1946," 3,017.62 "
Suriname,South America,1/1/1951," 3,272.26 "
Suriname,South America,1/1/1956," 3,650.53 "
Suriname,South America,1/1/1961," 4,072.52 "
Suriname,South America,1/1/1966," 4,543.30 "
Suriname,South America,1/1/1971," 5,250.97 "
Suriname,South America,1/1/1976," 5,953.52 "
Suriname,South America,1/1/1981," 6,417.63 "
Suriname,South America,1/1/1986," 6,009.13 "
Suriname,South America,1/1/1991," 5,962.17 "
Suriname,South America,1/1/1996," 5,520.94 "
Suriname,South America,1/1/2001," 5,962.11 "
Suriname,South America,1/1/2006," 7,564.49 "
Suriname,South America,1/1/2011," 8,711.00 "
Swaziland,Sub-Saharan Africa,1/1/1901, 604.80 
Swaziland,Sub-Saharan Africa,1/1/1906, 619.11 
Swaziland,Sub-Saharan Africa,1/1/1911, 633.76 
Swaziland,Sub-Saharan Africa,1/1/1916, 668.58 
Swaziland,Sub-Saharan Africa,1/1/1921, 719.60 
Swaziland,Sub-Saharan Africa,1/1/1926, 774.52 
Swaziland,Sub-Saharan Africa,1/1/1931, 833.62 
Swaziland,Sub-Saharan Africa,1/1/1936, 897.24 
Swaziland,Sub-Saharan Africa,1/1/1941, 965.71 
Swaziland,Sub-Saharan Africa,1/1/1946," 1,039.41 "
Swaziland,Sub-Saharan Africa,1/1/1951," 1,139.30 "
Swaziland,Sub-Saharan Africa,1/1/1956," 1,228.31 "
Swaziland,Sub-Saharan Africa,1/1/1961," 1,571.42 "
Swaziland,Sub-Saharan Africa,1/1/1966," 2,448.89 "
Swaziland,Sub-Saharan Africa,1/1/1971," 3,080.01 "
Swaziland,Sub-Saharan Africa,1/1/1976," 3,778.83 "
Swaziland,Sub-Saharan Africa,1/1/1981," 3,793.14 "
Swaziland,Sub-Saharan Africa,1/1/1986," 3,813.04 "
Swaziland,Sub-Saharan Africa,1/1/1991," 3,646.20 "
Swaziland,Sub-Saharan Africa,1/1/1996," 3,821.06 "
Swaziland,Sub-Saharan Africa,1/1/2001," 4,046.53 "
Swaziland,Sub-Saharan Africa,1/1/2006," 4,460.09 "
Swaziland,Sub-Saharan Africa,1/1/2011," 5,115.89 "
Sweden,Europe,1/1/1901," 3,053.18 "
Sweden,Europe,1/1/1906," 3,433.71 "
Sweden,Europe,1/1/1911," 3,723.69 "
Sweden,Europe,1/1/1916," 4,579.58 "
Sweden,Europe,1/1/1921," 4,071.03 "
Sweden,Europe,1/1/1926," 5,158.37 "
Sweden,Europe,1/1/1931," 5,899.28 "
Sweden,Europe,1/1/1936," 6,629.55 "
Sweden,Europe,1/1/1941," 6,731.41 "
Sweden,Europe,1/1/1946," 8,065.56 "
Sweden,Europe,1/1/1951," 9,546.98 "
Sweden,Europe,1/1/1956," 10,896.49 "
Sweden,Europe,1/1/1961," 12,720.69 "
Sweden,Europe,1/1/1966," 15,224.85 "
Sweden,Europe,1/1/1971," 17,592.18 "
Sweden,Europe,1/1/1976," 20,006.20 "
Sweden,Europe,1/1/1981," 20,359.37 "
Sweden,Europe,1/1/1986," 22,895.77 "
Sweden,Europe,1/1/1991," 23,258.40 "
Sweden,Europe,1/1/1996," 24,898.70 "
Sweden,Europe,1/1/2001," 28,906.77 "
Sweden,Europe,1/1/2006," 33,211.45 "
Sweden,Europe,1/1/2011," 34,326.68 "
Switzerland,Europe,1/1/1901," 5,729.43 "
Switzerland,Europe,1/1/1906," 6,434.66 "
Switzerland,Europe,1/1/1911," 6,697.87 "
Switzerland,Europe,1/1/1916," 6,543.20 "
Switzerland,Europe,1/1/1921," 6,438.49 "
Switzerland,Europe,1/1/1926," 8,607.39 "
Switzerland,Europe,1/1/1931," 9,092.53 "
Switzerland,Europe,1/1/1936," 9,039.73 "
Switzerland,Europe,1/1/1941," 9,657.30 "
Switzerland,Europe,1/1/1946," 12,516.48 "
Switzerland,Europe,1/1/1951," 14,816.90 "
Switzerland,Europe,1/1/1956," 17,501.93 "
Switzerland,Europe,1/1/1961," 20,041.22 "
Switzerland,Europe,1/1/1966," 22,533.04 "
Switzerland,Europe,1/1/1971," 26,593.27 "
Switzerland,Europe,1/1/1976," 26,270.87 "
Switzerland,Europe,1/1/1981," 29,003.27 "
Switzerland,Europe,1/1/1986," 30,273.42 "
Switzerland,Europe,1/1/1991," 32,207.74 "
Switzerland,Europe,1/1/1996," 31,589.72 "
Switzerland,Europe,1/1/2001," 34,569.38 "
Switzerland,Europe,1/1/2006," 36,635.17 "
Switzerland,Europe,1/1/2011," 37,536.64 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1901," 1,359.19 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1906," 1,410.54 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1911," 1,463.84 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1916," 1,494.67 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1921," 1,509.71 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1926," 1,524.91 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1931," 1,540.26 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1936," 1,555.76 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1941," 1,571.42 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1946," 1,587.23 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1951," 1,497.54 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1956," 2,270.14 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1961," 2,006.20 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1966," 1,944.51 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1971," 2,278.41 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1976," 3,543.93 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1981," 3,998.76 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1986," 3,277.18 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1991," 3,282.53 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/1996," 4,066.08 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/2001," 3,960.42 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/2006," 4,160.52 "
Syria,"Middle East, North Africa, and Greater Arabia",1/1/2011," 4,520.00 "
Taiwan,Asia,1/1/1901, 964.42 
Taiwan,Asia,1/1/1906, 937.87 
